,name,job,tool,runtime,timesaved,date
0,Designer100,2,Padstack Generator,31,123540,Mon Apr 15 00:36:11 2019
1,Designer100,CYPRESS-1022920-TVII BH8M_V93K-BRD-39,Check Color Legend,11.txt,,Tue Nov  6 21:56:06 2018
2,Designer100,CYPRESS-1022920-TVII BH8M_V93K-BRD-39,Check Color Legend,16.txt,,Tue Nov  6 21:55:26 2018
3,Designer100,CYPRESS-1022920-TVII BH8M_V93K-BRD-39,Check Color Legend,402.txt,,Tue Nov  6 22:03:53 2018
4,Designer100,CYPRESS-1022920-TVII BH8M_V93K-BRD-39,Check Gerber Setting,n_a,111025,Tue Nov  6 22:10:25 2018
5,Designer100,HISILICON-1025750-HI1711V100PIBN-BRD-37-1,Check Un-Miter,207,200243,Mon Apr 15 08:06:10 2019
6,Designer100,HISILICON-1025750-HI1711V100PIBN-BRD-37-1,Check Un-Miter,44,214220,Mon Apr 15 09:43:04 2019
7,Designer100,HISILICON-1025750-HI1711V100PIBN-BRD-37-1,Check Un-Miter,768,205312,Mon Apr 15 09:06:00 2019
8,Designer100,Hisilicon-1026680-Hi1980V100_FTA-93K-BRD-24-D9,FAB Drawing,162,162020,Sat Apr 20 04:23:02 2019
9,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-06,Check 93K Pogo Placement,2,185213,Fri Mar 29 06:52:15 2019
10,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-06,Place Pogo (93K),6,184943,Fri Mar 29 06:49:49 2019
11,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-12,Create Xsection,12,115808,Mon Apr  1 23:58:20 2019
12,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-14,Import Subdrawing,23,172507,Tue Apr  2 05:25:30 2019
13,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-15,Split Shape,7,131556,Wed Apr  3 01:16:03 2019
14,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-16a,Import Subdrawing,29,193720,Wed Apr  3 07:37:49 2019
15,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-16a,Read DRC for Back Annotation,70,221249,Wed Apr  3 10:14:00 2019
16,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-17a,Split Shape,32,144731,Thu Apr  4 02:48:04 2019
17,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-17a,Split Shape,6,150827,Thu Apr  4 03:08:33 2019
18,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-17a,Split Shape,9,150743,Thu Apr  4 03:07:52 2019
19,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-21a,Import Subdrawing,7333,154941,Mon Apr 15 05:52:02 2019
20,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-23,Check Gerber Setting,2,124209,Mon Apr 22 00:42:11 2019
21,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-23,FAB Drawing,758,125007,Mon Apr 22 01:02:44 2019
22,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-23,Layer Panel,1690,165533,Wed Apr 17 05:23:43 2019
23,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-23a,Change Line,13,120656,Tue Apr 23 00:07:09 2019
24,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-23a,Change Line,15,142328,Tue Apr 23 02:23:43 2019
25,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-23a,Change Line,80,120328,Tue Apr 23 00:04:48 2019
26,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-23a,Check FAB Notes,6,131203,Mon Apr 22 01:12:09 2019
27,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-23a,FAB Drawing,367,130343,Mon Apr 22 01:09:50 2019
28,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-26,Import Subdrawing,1577,143459,Sat Apr 27 03:01:16 2019
29,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-34,Place Pogo (93K),48,131929,Mon May  6 01:20:16 2019
30,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-38,Check Design Important,183,120343,Tue May  7 00:06:46 2019
31,Designer100,NVIDIA-1026760-GA100_CHAR BOARD-BRD-41-c,Create Xsection,51,161616,Thu May  9 04:17:07 2019
32,Designer100,NVIDIA-20302-GV100_UDI_IO_CHAR BOARD-BRD-57,Layer Panel,59,154541,Thu Apr 11 03:46:40 2019
33,Designer100,NXP-1019741-RL11VMSN7BA-RATTLER_UF_FTX4-BRD-45-6-salman,Check FAB Notes,n_a,163235,Sat Nov 10 03:32:35 2018
34,Designer100,Open Silicon-1026640-Flon-BRD-20,Check Un-Miter,50,102441,Thu Mar 21 22:25:32 2019
35,Designer100,Open Silicon-1026640-Flon-BRD-20,Check Un-Miter,82,102833,Thu Mar 21 22:29:55 2019
36,Designer100,Open Silicon-1026640-Flon-BRD-22,Make Shape Under Antipad,215,194900,Mon Mar 25 07:52:36 2019
37,Designer100,Open Silicon-1026640-Flon-BRD-22,Make Shape Under Antipad,234,193233,Mon Mar 25 07:36:28 2019
38,Designer100,Open Silicon-1026640-Flon-BRD-22,Make Shape Under Antipad,591,193719,Mon Mar 25 07:47:11 2019
39,Designer100,Open Silicon-1026640-Flon-BRD-25-a,FAB Drawing,354,123429,Tue Mar 26 00:40:24 2019
40,Designer100,Open Silicon-1026640-Flon-BRD-29,Change Line,21,100112,Tue Mar 26 22:01:33 2019
41,Designer100,Open Silicon-1026640-Flon-BRD-29,Make Shape Under Antipad,37,100237,Tue Mar 26 22:03:14 2019
42,Designer100,Open Silicon-1026640-Flon-BRD-31a,PS9G Swell Update,11,135355,Wed Mar 27 01:53:55 2019
43,Designer100,Open Silicon-1026640-Flon-BRD-31a,PS9G Swell Update,11,135442,Wed Mar 27 01:54:42 2019
44,Designer100,Open Silicon-1026640-Flon-BRD-34,Design View,152,184142,Wed Mar 27 06:44:14 2019
45,Designer100,Open Silicon-1026640-Flon-BRD-35,Design View,41,185922,Wed Mar 27 07:00:03 2019
46,Designer100,Open Silicon-1026640-Flon-BRD-40,Change Line,11,205103,Wed Mar 27 08:51:14 2019
47,Designer100,Open Silicon-1026640-Flon-BRD-40,Change Line,24,203900,Wed Mar 27 08:39:24 2019
48,Designer100,Open Silicon-1026640-Flon-BRD-43,Design View,43,113815,Wed Mar 27 23:38:58 2019
49,Designer100,Open Silicon-1026640-Flon-BRD-46,Change Line,27,155047,Thu Mar 28 03:51:15 2019
50,Designer100,Open Silicon-1026640-Flon-BRD-46,Change Line,36,150813,Thu Mar 28 03:08:49 2019
51,Designer100,Open Silicon-1026640-Flon-BRD-46,Change Line,58,154828,Thu Mar 28 03:49:26 2019
52,Designer100,Open Silicon-1026640-Flon-BRD-46,Change Line,95,150858,Thu Mar 28 03:10:34 2019
53,Designer100,Open Silicon-1026640-Flon-BRD-46,Change Line,99,154632,Thu Mar 28 03:48:11 2019
54,Designer100,Open Silicon-1026640-Flon-BRD-47,FAB Drawing,269,162956,Thu Mar 28 04:34:25 2019
55,Designer100,Open Silicon-1026640-Flon-BRD-48,Change Line,20,175004,Thu Mar 28 05:50:24 2019
56,Designer100,Open Silicon-1026640-Flon-BRD-53,FAB Drawing,116,210358,Thu Mar 28 09:05:54 2019
57,Designer100,Open Silicon-1026640-Flon-BRD-55,Design View,11,230053,Thu Mar 28 11:01:04 2019
58,Designer100,Open Silicon-1026640-Flon-BRD-55,Design View,307,225538,Thu Mar 28 11:00:45 2019
59,Designer100,Open Silicon-1026640-Flon-BRD-55,FAB Drawing,128,220056,Thu Mar 28 10:03:04 2019
60,Designer100,Open Silicon-1026640-Flon-BRD-57,Check Gerber Setting,2,105326,Thu Mar 28 22:53:29 2019
61,Designer100,Open Silicon-1026640-Flon-BRD-57,Check Gerber Setting,3,105149,Thu Mar 28 22:51:52 2019
62,Designer100,Open Silicon-1026640-Flon-BRD-57,Design View,10,104937,Thu Mar 28 22:49:47 2019
63,Designer100,Open Silicon-1026640-Flon-BRD-60,Change Line,31,121927,Fri Mar 29 00:19:59 2019
64,Designer100,Open Silicon-1026640-Flon-BRD-68-g,Design View,5,120158,Thu May  2 00:02:03 2019
65,Designer100,Open Silicon-1026640-Flon-BRD-71,Make Shape Under Antipad,273,101011,Thu May  9 22:14:44 2019
66,Designer100,Open Silicon-1026640-Flon-BRD-71,Make Shape Under Antipad,350,095508,Thu May  9 22:00:58 2019
67,Designer100,Open Silicon-1026640-Flon-BRD-71,Make Shape Under Antipad,463,100117,Thu May  9 22:09:00 2019
68,Designer100,Open Silicon-1026640-Flon-BRD-74,Create Xsection,17,154758,Fri May 10 03:48:15 2019
69,Designer100,Open Silicon-1026640-Flon-BRD-74,Create Xsection,19,154758,Fri May 10 03:48:16 2019
70,Designer100,Open Silicon-1026640-Flon-BRD-74,Create Xsection,9,154758,Fri May 10 03:48:06 2019
71,Designer100,Open Silicon-1026640-Flon-BRD-78,Make Shape Under Antipad,20,170457,Fri May 10 05:05:17 2019
72,Designer100,Open Silicon-1026640-Flon-BRD-83-02,Make Shape Under Antipad,7,213100,Fri May 10 09:31:07 2019
73,Designer100,stiffener_93k_ft_full_size,Split Shape,10,113845,Wed Apr  3 23:38:55 2019
74,Designer100,stiffener_93k_ft_full_size,Split Shape,114,115428,Wed Apr  3 23:56:22 2019
75,Designer100,stiffener_93k_ft_full_size,Split Shape,12,113807,Wed Apr  3 23:38:19 2019
76,Designer100,stiffener_93k_ft_full_size,Split Shape,12,115133,Wed Apr  3 23:51:45 2019
77,Designer100,stiffener_93k_ft_full_size,Split Shape,15,155736,Thu Apr  4 03:57:52 2019
78,Designer100,stiffener_93k_ft_full_size,Split Shape,29,113639,Wed Apr  3 23:37:09 2019
79,Designer100,stiffener_93k_ft_full_size,Split Shape,29,115908,Wed Apr  3 23:59:37 2019
80,Designer100,stiffener_93k_ft_full_size,Split Shape,31,155637,Thu Apr  4 03:57:09 2019
81,Designer100,stiffener_93k_ft_full_size,Split Shape,42,114143,Wed Apr  3 23:42:25 2019
82,Designer100,stiffener_93k_ft_full_size,Split Shape,43,120920,Thu Apr  4 00:10:04 2019
83,Designer100,stiffener_93k_ft_full_size,Split Shape,5,113906,Wed Apr  3 23:39:11 2019
84,Designer100,stiffener_93k_ft_full_size,Split Shape,8,113829,Wed Apr  3 23:38:37 2019
85,Designer100,stiffener_93k_ft_full_size,Split Shape,89,115221,Wed Apr  3 23:53:51 2019
86,Designer100,TSMC-1012830_TMJA47_MLO-PTS_FULL-POPULATED-BGA-BRD-49,Check FAB Notes,n_a,154951,Thu Nov  8 02:49:51 2018
87,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-01,Import Subdrawing,74,155737,Wed Apr 17 03:58:51 2019
88,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-1-07,Read DRC for Back Annotation,3,122103,Fri Apr 19 00:21:06 2019
89,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-1-07-salman,Read DRC for Back Annotation,104,174437,Fri Apr 19 05:46:22 2019
90,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-1-07-salman,Read DRC for Back Annotation,13,173628,Fri Apr 19 05:36:40 2019
91,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-1-07-salman,Read DRC for Back Annotation,146,175740,Fri Apr 19 06:00:06 2019
92,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-1-07-salman,Read DRC for Back Annotation,27,184644,Fri Apr 19 06:47:11 2019
93,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-1-07-salman,Read DRC for Back Annotation,5,171909,Fri Apr 19 05:19:14 2019
94,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-1-07-salman,Read DRC for Back Annotation,8,172232,Fri Apr 19 05:22:40 2019
95,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-1-12a,FAB Drawing,694,122723,Fri Apr 26 00:38:57 2019
96,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-2,Check Gerber Setting,1,145114,Fri Apr 26 02:51:15 2019
97,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-2,Check Gerber Setting,2,144711,Fri Apr 26 02:47:13 2019
98,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-2,Check Gerber Setting,2,144823,Fri Apr 26 02:48:25 2019
99,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-2,Check Gerber Setting,2,144848,Fri Apr 26 02:48:50 2019
100,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-2,Check Gerber Setting,2,145008,Fri Apr 26 02:50:10 2019
101,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-2,Check Gerber Setting,2,145211,Fri Apr 26 02:52:12 2019
102,Designer100,Yamaichi-1028520-1037BGA-CR2601-BRD-2,Check Gerber Setting,2,145511,Fri Apr 26 02:55:13 2019
103,Designer101,abc,Padstack Generator,29,173157,Tue Mar 26 05:32:27 2019
104,Designer101,ADVANTEST-1021951_UM1 DC-BRD-25,Design View,5,142851,Sat Apr  6 02:28:56 2019
105,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-01-07,Highlight Count,6,170539,Thu Mar 21 05:05:43 2019
106,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-02-02,Copy Placement,51,093238,Thu Mar 21 21:33:29 2019
107,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-03-05,Read DRC for Back Annotation,78,103712,Sun Mar 24 22:38:31 2019
108,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-03-07,Design View,5,143332,Mon Mar 25 02:33:37 2019
109,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-03-07,Design View,8,144249,Mon Mar 25 02:42:57 2019
110,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-03-08,Design View,6,144403,Mon Mar 25 02:44:09 2019
111,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-03-08,Design View,8,120919,Mon Mar 25 00:09:27 2019
112,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-03-09,Design View,7315,121425,Mon Mar 25 02:16:20 2019
113,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-03-10,Design View,11,145149,Mon Mar 25 02:52:00 2019
114,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-04-05,Change Line,238,122559,Tue Mar 26 00:29:57 2019
115,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-04-05,Create Xsection,9,121206,Tue Mar 26 00:12:16 2019
116,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-06,Design View,212,164512,Wed Mar 27 04:48:44 2019
117,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-08,Create Xsection,10,164246,Thu Mar 28 04:42:56 2019
118,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-08-07,Change Line,14,100658,Tue Apr  2 22:07:12 2019
119,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-08-08,Change Line,241,111748,Tue Apr  2 23:21:49 2019
120,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-08-21,Design View,5,143659,Thu Apr  4 02:37:05 2019
121,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-08-22,Design View,7,153427,Thu Apr  4 03:34:34 2019
122,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-08-22,Design View,8,150423,Thu Apr  4 03:04:31 2019
123,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-08-22,Design View,9,143718,Thu Apr  4 02:37:28 2019
124,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-08-22,Design View,9,145345,Thu Apr  4 02:53:55 2019
125,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-08-23,Design View,6,154107,Thu Apr  4 03:41:14 2019
126,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-08-25,Design View,10,160056,Thu Apr  4 04:01:06 2019
127,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-08-25,Design View,15,160034,Thu Apr  4 04:00:49 2019
128,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-08-25,Design View,8,160552,Thu Apr  4 04:06:00 2019
129,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-08-32,Design View,15,165222,Thu Apr  4 04:52:38 2019
130,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-08-32,Design View,4,165210,Thu Apr  4 04:52:15 2019
131,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-11-04,Design View,7,123101,Fri Apr  5 00:31:08 2019
132,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-11-04,Design View,8,121554,Fri Apr  5 00:16:02 2019
133,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-11-06,Copy Placement,30,124216,Fri Apr  5 00:42:46 2019
134,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-11-06,Design View,12,124700,Fri Apr  5 00:47:12 2019
135,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-11-06,Design View,4,124457,Fri Apr  5 00:45:01 2019
136,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-11-06,Design View,6,124741,Fri Apr  5 00:47:48 2019
137,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-11-06,Design View,7,125349,Fri Apr  5 00:53:56 2019
138,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-11-06,Design View,9,124505,Fri Apr  5 00:45:14 2019
139,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-11-07,Design View,5,125521,Fri Apr  5 00:55:26 2019
140,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-12-08,Design View,38,143011,Sat Apr  6 02:30:49 2019
141,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-12-10,Design View,24,161157,Sat Apr  6 04:12:21 2019
142,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-12-11,Padstack Generator,57,170611,Sat Apr  6 05:07:08 2019
143,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-12-12,Padstack Generator,17,172421,Sat Apr  6 05:24:38 2019
144,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-25,Change Line,29,193854,Wed Apr 10 07:39:23 2019
145,Designer101,ADVANTEST-1027430-CARLSBERG-BRD-25-01,Change Line,180,194145,Wed Apr 10 07:44:45 2019
146,Designer101,HISILICON-1027080-PHOENIX_6DIE_CP-BRD-01,FAB Drawing,2174,102657,Sun May  5 23:03:11 2019
147,Designer101,Intel-1028220- SELF TEST BOARD GEN 2-BRD-01-01,Import Subdrawing,284,151711,Mon Apr 22 03:21:55 2019
148,Designer101,Intel-1028220- SELF TEST BOARD GEN 2-BRD-01-02,Import Subdrawing,108,161345,Mon Apr 22 04:15:33 2019
149,Designer101,Intel-1028220- SELF TEST BOARD GEN 2-BRD-01-02,Import Subdrawing,28,161631,Mon Apr 22 04:16:59 2019
150,Designer101,Intel-1028220- SELF TEST BOARD GEN 2-BRD-01-02,Import Subdrawing,45,160632,Mon Apr 22 04:07:17 2019
151,Designer101,Intel-1028220- SELF TEST BOARD GEN 2-BRD-01-02,Import Subdrawing,70,160905,Mon Apr 22 04:10:15 2019
152,Designer101,Intel-1028220- SELF TEST BOARD GEN 2-BRD-01-09,Import Subdrawing,125,122416,Tue Apr 23 00:26:21 2019
153,Designer101,Intel-1028220- SELF TEST BOARD GEN 2-BRD-01-09,Import Subdrawing,145,142707,Tue Apr 23 02:29:32 2019
154,Designer101,Intel-1028220- SELF TEST BOARD GEN 2-BRD-01-09,Import Subdrawing,24,121048,Tue Apr 23 00:11:12 2019
155,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-00-02,Place Pogo (93K),1,172317,Wed Apr  3 05:23:18 2019
156,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-01-04,Align Components,568,105131,Thu Apr 11 23:00:59 2019
157,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-01-04,Place Comp Under DUT,149,104725,Thu Apr 11 22:49:54 2019
158,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-01-06,Place Comp Under DUT,251,112556,Thu Apr 11 23:30:07 2019
159,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-01-09,Create Xsection,43,090605,Mon Apr 15 21:06:48 2019
160,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-02-02,Align Components,2036,161557,Wed Apr 17 04:49:53 2019
161,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-02-02,Design View,3,161419,Wed Apr 17 04:14:22 2019
162,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-02-05,Check 93K Pogo Placement,7,100210,Thu Apr 18 22:02:17 2019
163,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-02-06,Check 93K Pogo Placement,2,102113,Thu Apr 18 22:21:15 2019
164,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-02-06,Check 93K Pogo Placement,9,100638,Thu Apr 18 22:06:47 2019
165,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-02-12,Place Comp Under DUT,81,173231,Fri Apr 19 05:33:52 2019
166,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-02-19,Set Constraint,175.txt,,Sun Apr 21 22:22:05 2019
167,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-02-19,Set Constraint,20.txt,,Sun Apr 21 22:18:21 2019
168,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-02-35,Read DRC for Back Annotation,69,103605,Sun Apr 28 22:37:13 2019
169,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-02-36,Design View,20,122914,Mon Apr 29 00:29:34 2019
170,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-02-40,DRC View,36,152153,Mon Apr 29 03:22:29 2019
171,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-02-42,DRC View,36,153819,Mon Apr 29 03:38:55 2019
172,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-02-42,DRC View,39,153510,Mon Apr 29 03:35:49 2019
173,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-02-42,DRC View,45,153723,Mon Apr 29 03:38:08 2019
174,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-02-43,Import Subdrawing,17,162509,Mon Apr 29 04:25:25 2019
175,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-03-01,Read DRC for Back Annotation,25,094214,Mon Apr 29 21:42:38 2019
176,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-03-01,Read DRC for Back Annotation,40,090629,Mon Apr 29 21:07:09 2019
177,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-03-02,Read DRC for Back Annotation,25,105431,Mon Apr 29 22:54:56 2019
178,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-01,Create Xsection,31,101912,Thu May  2 22:19:43 2019
179,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-02,Set Constraint,96.txt,,Thu May  2 22:45:01 2019
180,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-03,Set Constraint,170.txt,,Thu May  2 23:03:04 2019
181,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-03,Set Constraint,266.txt,,Thu May  2 22:59:09 2019
182,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-03,Set Constraint,376.txt,,Thu May  2 22:54:03 2019
183,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-03,Set Constraint,55.txt,,Fri May  3 04:01:53 2019
184,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-03,Set Constraint,9.txt,,Fri May  3 04:01:53 2019
185,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-08,Check PS9G Swell,8,160147,Fri May  3 04:01:55 2019
186,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-08,Design View,123,160540,Fri May  3 04:07:43 2019
187,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-08,PS9G Swell Update,11,160033,Fri May  3 04:00:32 2019
188,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-10,Check Gen3 Swell,11,162250,Fri May  3 04:23:01 2019
189,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-10,Design View,108,161755,Fri May  3 04:19:43 2019
190,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-10,Design View,6,161742,Fri May  3 04:17:48 2019
191,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-10,GEN3 Swell Update,11,162026,Fri May  3 04:20:26 2019
192,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-11,Check Design Important,93,162926,Fri May  3 04:30:59 2019
193,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-11,Design View,43,163120,Fri May  3 04:32:03 2019
194,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-12,FAB Drawing,38,164319,Sat May  4 04:43:56 2019
195,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-05-12,FAB Drawing,982,152937,Sat May  4 03:45:59 2019
196,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-07-07,Cline Info,44,100109,Wed May  8 22:01:53 2019
197,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-07-07,Cline Info,77,100231,Wed May  8 22:03:48 2019
198,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-07-12,Check PS9G Swell,7,135331,Thu May  9 01:53:38 2019
199,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-07-12,PS9G Swell Update,11,135233,Thu May  9 01:52:32 2019
200,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-07-13,Back Drill Nets Info,0,141448,Thu May  9 02:14:47 2019
201,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-07-13,Highlight Count,5,143336,Thu May  9 02:33:40 2019
202,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-08-02,FAB Drawing,1318,102545,Thu May  9 22:47:43 2019
203,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-08-02,TDR Report,0,093931,Thu May  9 21:39:31 2019
204,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-08-03,Check Airgap Hole To Cu,143,112006,Thu May  9 23:22:29 2019
205,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-08-03,Layer Panel,11,111935,Thu May  9 23:19:46 2019
206,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-08-03,Layer Panel,11,112658,Thu May  9 23:27:09 2019
207,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-08-03,Layer Panel,4,111920,Thu May  9 23:19:24 2019
208,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-08-03,Layer Panel,4,112640,Thu May  9 23:26:43 2019
209,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-08-05,Create Drill Chart Fields,118,123442,Fri May 10 00:36:40 2019
210,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-08-05,Design View,320,124642,Fri May 10 00:52:02 2019
211,Designer101,NVIDIA-1026570-GA100-IO-CHAR BOARD-BRD-08-05,Design View,78,123029,Fri May 10 00:31:47 2019
212,Designer101,SK-HYNIX-1024250-AQUARIUS-CP-BRD-00-10,Set Constraint,241.txt,,Sun Dec  9 21:21:11 2018
